game_id,visit,inning,bat_team,outs,batter_id,runner_1b,runner_2b,runner_3b,event,col_7,col_8,team_iter,year,base_state,tagup_success,tagup_runs,re0,next_inning,next_bat_team,next_outs,next_base_state,re1,delta_run_exp,teamname,chosen_runner_strategy,adv_result
BAL202204110,MIL,5,1,0,manct001,santa003,mounr001,,9/L9D.2-3,,,BAL,2022,110,False,0,0.923,5.0,1.0,1.0,101,1.591,0.6679999999999999,BAL,[2],[1]
BAL202204110,MIL,7,0,1,mccua001,carav001,wongk001,,8/F8XD+.2-3,,,BAL,2022,110,False,0,0.443,7.0,0.0,2.0,101,0.498,0.05499999999999999,MIL,[2],[1]
BAL202204150,NYA,1,0,0,donaj001,stanm004,rizza001,,8/F8D,,,BAL,2022,110,False,0,0.923,1.0,0.0,1.0,110,0.923,0.0,NYA,[],[]
BAL202204170,NYA,8,1,1,mullc002,manct001,mounr001,,7/F7S,,,BAL,2022,110,False,0,0.443,8.0,1.0,2.0,110,0.443,0.0,BAL,[],[]
BAL202204300,BOS,7,1,0,odorr001,haysa001,mounr001,,8/F8D,,,BAL,2022,110,False,0,0.923,7.0,1.0,1.0,110,0.923,0.0,BAL,[],[]
BAL202204300,BOS,7,1,1,uriar001,haysa001,mounr001,,9/L9+,,,BAL,2022,110,False,0,0.443,7.0,1.0,2.0,110,0.443,0.0,BAL,[],[]
BAL202205010,BOS,4,1,0,mounr001,santa003,,mullc002,9/F9,,,BAL,2022,101,False,0,1.591,4.0,1.0,1.0,101,1.591,0.0,BAL,[],[]
BAL202205010,BOS,7,1,1,matej003,bemba001,nevit001,,7/F7D,,,BAL,2022,110,False,0,0.443,7.0,1.0,2.0,110,0.443,0.0,BAL,[],[]
BAL202205030,MIN,4,1,0,bemba001,nevit001,odorr001,,8/F8XD+/DP.2-3;1X2(864),,,BAL,2022,110,False,0,0.923,4.0,1.0,2.0,001,0.369,-0.554,BAL,"[2, 1]","[1, 0]"
BAL202205030,MIN,5,0,1,corrc001,celeg001,jeffr002,,7/L7D,,,BAL,2022,110,False,0,0.443,5.0,0.0,2.0,110,0.443,0.0,MIN,[],[]
BAL202205030,MIN,9,0,0,polaj001,,corrc001,buxtb001,8/SF/L8D.3-H,,,BAL,2022,011,True,1,1.409,9.0,0.0,1.0,010,1.689,0.28,MIN,[3],[1]
BAL202205040,MIN,4,0,0,miraj002,larnt001,polaj001,,9/F9L.2-3,,,BAL,2022,110,False,0,0.923,4.0,0.0,1.0,101,1.591,0.6679999999999999,MIN,[2],[1]
BAL202205040,MIN,4,1,1,haysa001,santa003,,manct001,9/SF/F89XD.3-H,,,BAL,2022,101,True,1,0.498,4.0,1.0,2.0,100,1.227,0.7290000000000001,BAL,[3],[1]
BAL202205081,KCA,5,0,1,benia002,lopen001,,isbek001,7/SF/F7D.3-H(UR),,,BAL,2022,101,True,1,0.498,5.0,0.0,2.0,100,1.227,0.7290000000000001,KCA,[3],[1]
BAL202205081,KCA,8,0,1,ohear001,peres002,,benia002,7/SF/L7.3-H,,,BAL,2022,101,True,1,0.498,8.0,0.0,2.0,100,1.227,0.7290000000000001,KCA,[3],[1]
BAL202205082,KCA,1,1,0,uriar001,mounr001,,haysa001,9/SF/F9LSF/FL.3-H(UR),,,BAL,2022,101,True,1,1.591,1.0,1.0,1.0,100,1.526,-0.06499999999999995,BAL,[3],[1]
BAL202205170,NYA,4,1,0,nevit001,uriar001,,odorr001,8/SF/F89.3-H,,,BAL,2022,101,True,1,1.591,4.0,1.0,1.0,100,1.526,-0.06499999999999995,BAL,[3],[1]
BAL202205190,NYA,6,1,1,mullc002,nevit001,,matej003,8/SF/F78XD.3-H(UR);1-2,,mcker001,BAL,2022,101,True,1,0.498,6.0,1.0,2.0,010,1.327,0.829,BAL,"[3, 1]","[1, 1]"
BAL202205200,TBA,7,1,0,mullc002,owinc001,chirr001,,8/F8D,,,BAL,2022,110,False,0,0.923,7.0,1.0,1.0,110,0.923,0.0,BAL,[],[]
BAL202205200,TBA,11,0,1,wallt003,kierk001,arozr001,,7/F7D.2-3;1-2,,,BAL,2022,110,False,0,0.443,11.0,0.0,2.0,011,0.59,0.14699999999999996,TBA,"[2, 1]","[1, 1]"
BAL202205210,TBA,6,0,0,choij001,diazy001,,kierk001,8/SF/F8XD+.3-H;1-2,,,BAL,2022,101,True,1,1.591,6.0,0.0,1.0,010,1.689,0.09800000000000009,TBA,"[3, 1]","[1, 1]"
BAL202205220,TBA,1,0,0,ramih004,choij001,arozr001,,7/F7D.2-3;1-2,,,BAL,2022,110,False,0,0.923,1.0,0.0,1.0,011,1.409,0.486,TBA,"[2, 1]","[1, 1]"
BAL202205220,TBA,3,1,1,rutsa001,mounr001,santa003,,7/F7LS,,,BAL,2022,110,False,0,0.443,3.0,1.0,2.0,110,0.443,0.0,BAL,[],[]
BAL202205220,TBA,10,1,1,mcker001,manct001,matej003,,7/F7D+.2-3,,,BAL,2022,110,False,0,0.443,10.0,1.0,2.0,101,0.498,0.05499999999999999,BAL,[2],[1]
BAL202205310,SEA,2,0,1,ralec001,,tramt001,moord002,8/SF/F8.3-H,,,BAL,2022,011,True,1,0.59,2.0,0.0,2.0,010,1.327,0.737,SEA,[3],[1]
BAL202206020,SEA,3,1,1,mounr001,haysa001,santa003,,8/F89,,,BAL,2022,110,False,0,0.443,3.0,1.0,2.0,110,0.443,0.0,BAL,[],[]
BAL202206020,SEA,6,0,0,fraza001,suare001,,crawj002,7/SF/F7L.3-H;1-2,,,BAL,2022,101,True,1,1.591,6.0,0.0,1.0,010,1.689,0.09800000000000009,SEA,"[3, 1]","[1, 1]"
BAL202206030,CLE,8,1,1,mullc002,,nevit001,odorr001,8/F78,,,BAL,2022,011,False,0,0.59,8.0,1.0,2.0,011,0.59,0.0,BAL,[],[]
BAL202206040,CLE,3,1,1,santa003,manct001,mullc002,,8/F89XD,,,BAL,2022,110,False,0,0.443,3.0,1.0,2.0,110,0.443,0.0,BAL,[],[]
BAL202207060,TEX,4,1,1,odorr001,uriar001,rutsa001,,8/F78S,,,BAL,2022,110,False,0,0.443,4.0,1.0,2.0,110,0.443,0.0,BAL,[],[]
BAL202207070,ANA,1,0,1,wardt002,ohtas001,villj001,,7/L7D+,,,BAL,2022,110,False,0,0.443,1.0,0.0,2.0,110,0.443,0.0,ANA,[],[]
BAL202207070,ANA,5,1,1,mounr001,santa003,,mullc002,9/SF/L9D+.3-H,,,BAL,2022,101,True,1,0.498,5.0,1.0,2.0,100,1.227,0.7290000000000001,BAL,[3],[1]
BAL202207230,NYA,4,0,1,rizza001,judga001,lemad001,,7/F78S,,,BAL,2022,110,False,0,0.443,4.0,0.0,2.0,110,0.443,0.0,NYA,[],[]
BAL202207230,NYA,9,0,1,torrg001,,judga001,lemad001,9/F9LS,,,BAL,2022,011,False,0,0.59,9.0,0.0,2.0,011,0.59,0.0,NYA,[],[]
BAL202207250,TBA,5,1,1,haysa001,,santa003,mounr001,7/SF/L7D.3-H(UR),,,BAL,2022,011,True,1,0.59,5.0,1.0,2.0,010,1.327,0.737,BAL,[3],[1]
BAL202207260,TBA,8,1,1,manct001,,mullc002,matej003,9/SF/F9D+.3-H,,,BAL,2022,011,True,1,0.59,8.0,1.0,2.0,010,1.327,0.737,BAL,[3],[1]
BAL202207270,TBA,2,1,0,haysa001,mounr001,santa003,,9/F9L.2-3,,,BAL,2022,110,False,0,0.923,2.0,1.0,1.0,101,1.591,0.6679999999999999,BAL,[2],[1]
BAL202207270,TBA,2,1,1,uriar001,odorr001,mounr001,,9/F9.2-3,,,BAL,2022,110,False,0,0.443,2.0,1.0,2.0,101,0.498,0.05499999999999999,BAL,[2],[1]
BAL202207270,TBA,3,1,1,santa003,manct001,rutsa001,,9/F9D.2-3,,,BAL,2022,110,False,0,0.443,3.0,1.0,2.0,101,0.498,0.05499999999999999,BAL,[2],[1]
BAL202208050,PIT,1,1,0,santa003,rutsa001,mullc002,,8/F78D,,,BAL,2022,110,False,0,0.923,1.0,1.0,1.0,110,0.923,0.0,BAL,[],[]
BAL202208060,PIT,2,1,1,santa003,rutsa001,philb002,,7/F7S,,,BAL,2022,110,False,0,0.443,2.0,1.0,2.0,110,0.443,0.0,BAL,[],[]
BAL202208060,PIT,7,1,1,mullc002,,matej003,odorr001,8/SF/F78D.3-H,,,BAL,2022,011,True,1,0.59,7.0,1.0,2.0,010,1.327,0.737,BAL,[3],[1]
BAL202208080,TOR,8,0,1,jansd001,tapir001,,chapm001,8/SF/F89D.3-H,,,BAL,2022,101,True,1,0.498,8.0,0.0,2.0,100,1.227,0.7290000000000001,TOR,[3],[1]
BAL202208090,TOR,3,1,1,vavrt001,,mounr001,santa003,8/SF/F8XD.3-H;2-3,,,BAL,2022,011,True,1,0.59,3.0,1.0,2.0,001,1.369,0.779,BAL,"[3, 2]","[1, 1]"
BAL202208180,CHN,8,1,0,santa003,,mounr001,rutsa001,9/SF/F89D.3-H(UR);2-3,,,BAL,2022,011,True,1,1.409,8.0,1.0,1.0,001,1.968,0.5589999999999999,BAL,"[3, 2]","[1, 1]"
BAL202208190,BOS,2,0,1,mcgur002,,refsr001,arroc001,9/F89S,,,BAL,2022,011,False,0,0.59,2.0,0.0,2.0,011,0.59,0.0,BOS,[],[]
BAL202208190,BOS,3,0,0,dever001,bogax001,verda001,,8/F78XD.2-3;1-2,,,BAL,2022,110,False,0,0.923,3.0,0.0,1.0,011,1.409,0.486,BOS,"[2, 1]","[1, 1]"
BAL202208190,BOS,3,1,1,odorr001,,haysa001,stowk001,8/SF/DP/L8D.3-H;2X3(815),,,BAL,2022,011,True,1,0.59,4.0,0.0,0.0,000,1.0,0.41000000000000003,BAL,"[3, 2]","[1, 0]"
BAL202208200,BOS,2,0,1,herne001,hosme001,martj006,,7/F7,,,BAL,2022,110,False,0,0.443,2.0,0.0,2.0,110,0.443,0.0,BOS,[],[]
BAL202208200,BOS,5,0,1,bogax001,verda001,,arroc001,7/F78,,,BAL,2022,101,False,0,0.498,5.0,0.0,2.0,101,0.498,0.0,BOS,[],[]
BAL202208210,BOS,1,1,0,mounr001,santa003,rutsa001,,8/F8D.2-3,,,BAL,2022,110,False,0,0.923,1.0,1.0,1.0,101,1.591,0.6679999999999999,BAL,[2],[1]
BAL202208230,CHA,1,1,0,santa003,rutsa001,mullc002,,9/F9D.2-3,,,BAL,2022,110,False,0,0.923,1.0,1.0,1.0,101,1.591,0.6679999999999999,BAL,[2],[1]
BAL202208230,CHA,5,0,1,moncy001,jimee001,robel002,,7/F7D,,,BAL,2022,110,False,0,0.443,5.0,0.0,2.0,110,0.443,0.0,CHA,[],[]
BAL202208240,CHA,8,0,0,vauga001,polla001,zavas001,,8/L8,,,BAL,2022,110,False,0,0.923,8.0,0.0,1.0,110,0.923,0.0,CHA,[],[]
BAL202208250,CHA,4,0,1,andre001,moncy001,jimee001,,8/F89,,,BAL,2022,110,False,0,0.443,4.0,0.0,2.0,110,0.443,0.0,CHA,[],[]
BAL202208250,CHA,10,1,1,matej003,uriar001,odorr001,,8/L8,,,BAL,2022,110,False,0,0.443,10.0,1.0,2.0,110,0.443,0.0,BAL,[],[]
BAL202209020,OAK,8,1,1,hendg002,matej003,rutsa001,,7/F7LS,,,BAL,2022,110,False,0,0.443,8.0,1.0,2.0,110,0.443,0.0,BAL,[],[]
BAL202209030,OAK,1,0,0,murps001,machv001,,kempt001,9/SF/F89XD+.3-H,,,BAL,2022,101,True,1,1.591,1.0,0.0,1.0,100,1.526,-0.06499999999999995,OAK,[3],[1]
BAL202209051,TOR,5,1,1,matej003,aguij001,hendg002,,9/F9,,,BAL,2022,110,False,0,0.443,5.0,1.0,2.0,110,0.443,0.0,BAL,[],[]
BAL202209052,TOR,3,0,1,guerv002,sprig001,bradj001,,8/L8D,,,BAL,2022,110,False,0,0.443,3.0,0.0,2.0,110,0.443,0.0,TOR,[],[]
BAL202209060,TOR,4,0,0,merrw001,gurrl001,,biggc002,9/F9S,,,BAL,2022,101,False,0,1.591,4.0,0.0,1.0,101,1.591,0.0,TOR,[],[]
BAL202209070,TOR,5,0,0,sprig001,bradj001,espis001,,9/L9D+.2-3,,,BAL,2022,110,False,0,0.923,5.0,0.0,1.0,101,1.591,0.6679999999999999,TOR,[2],[1]
BAL202209100,BOS,5,1,1,matej003,,uriar001,hendg002,7/SF/F7D.3-H;2-3,,,BAL,2022,011,True,1,0.59,5.0,1.0,2.0,001,1.369,0.779,BAL,"[3, 2]","[1, 1]"
BAL202209190,DET,9,0,0,schoj001,,torks001,carpk001,8/SF/F8XD.3-H;2-3,,,BAL,2022,011,True,1,1.409,9.0,0.0,1.0,001,1.968,0.5589999999999999,DET,"[3, 2]","[1, 1]"
BAL202209210,DET,3,1,1,mounr001,hendg002,,rutsa001,7/SF/F7D.3-H(UR),,,BAL,2022,101,True,1,0.498,3.0,1.0,2.0,100,1.227,0.7290000000000001,BAL,[3],[1]
BAL202209210,DET,8,1,0,uriar001,stowk001,haysa001,,7/F7L,,,BAL,2022,110,False,0,0.923,8.0,1.0,1.0,110,0.923,0.0,BAL,[],[]
BAL202209240,HOU,5,0,1,brega001,alvay001,,penaj004,9/SF/F9LSF/FL.3-H;1-2,,,BAL,2022,101,True,1,0.498,5.0,0.0,2.0,010,1.327,0.829,HOU,"[3, 1]","[1, 1]"
BAL202209240,HOU,6,1,1,santa003,mounr001,chirr001,,7/F7S,,,BAL,2022,110,False,0,0.443,6.0,1.0,2.0,110,0.443,0.0,BAL,[],[]
BAL202209240,HOU,9,0,0,diaza003,altuj001,vazqc001,,8/F78,,,BAL,2022,110,False,0,0.923,9.0,0.0,1.0,110,0.923,0.0,HOU,[],[]
BAL202209250,HOU,3,0,0,dubom001,mccoc001,,vazqc001,9/SF/F9L.3-H,,,BAL,2022,101,True,1,1.591,3.0,0.0,1.0,100,1.526,-0.06499999999999995,HOU,[3],[1]
BOS202204150,MIN,5,1,1,vazqc001,bradj001,stort001,,8/F8,,,BOS,2022,110,False,0,0.443,5.0,1.0,2.0,110,0.443,0.0,BOS,[],[]
BOS202204170,MIN,1,1,1,martj006,bogax001,dever001,,9/F9D,,,BOS,2022,110,False,0,0.443,1.0,1.0,2.0,110,0.443,0.0,BOS,[],[]
BOS202204170,MIN,6,1,0,martj006,,bogax001,dever001,8/SF/F89XD.3-H(UR);2-3,,,BOS,2022,011,True,1,1.409,6.0,1.0,1.0,001,1.968,0.5589999999999999,BOS,"[3, 2]","[1, 1]"
BOS202204170,MIN,7,0,1,larnt001,urshg001,,keplm001,8/SF/F8XD.3-H,,,BOS,2022,101,True,1,0.498,7.0,0.0,2.0,100,1.227,0.7290000000000001,MIN,[3],[1]
BOS202204170,MIN,8,1,1,plawk001,bradj001,,dalbb001,9/SF/F9D.3-H,,,BOS,2022,101,True,1,0.498,8.0,1.0,2.0,100,1.227,0.7290000000000001,BOS,[3],[1]
BOS202204180,MIN,3,0,0,garlk001,urshg001,corrc001,,7/F7,,,BOS,2022,110,False,0,0.923,3.0,0.0,1.0,110,0.923,0.0,MIN,[],[]
BOS202204180,MIN,5,1,0,shawt001,arroc001,,verda001,7/F7S.1-2,,,BOS,2022,101,False,0,1.591,5.0,1.0,1.0,011,1.409,-0.18199999999999994,BOS,[1],[1]
BOS202204180,MIN,8,0,1,sanom001,sancg002,keplm001,,7/F78D.2-3,,,BOS,2022,110,False,0,0.443,8.0,0.0,2.0,101,0.498,0.05499999999999999,MIN,[2],[1]
BOS202204180,MIN,9,1,0,herne001,,bradj001,vazqc001,9/L9,,,BOS,2022,011,False,0,1.409,9.0,1.0,1.0,011,1.409,0.0,BOS,[],[]
BOS202204190,TOR,3,0,1,gurrl001,guerv002,bichb001,,7/L7D,,,BOS,2022,110,False,0,0.443,3.0,0.0,2.0,110,0.443,0.0,TOR,[],[]
BOS202204200,TOR,7,0,1,espis001,tapir001,,gurrl001,9/SF/F9.3-H,,,BOS,2022,101,True,1,0.498,7.0,0.0,2.0,100,1.227,0.7290000000000001,TOR,[3],[1]
BOS202204210,TOR,3,0,1,guerv002,bichb001,,tapir001,7/SF/F78D+.3-H,,,BOS,2022,101,True,1,0.498,3.0,0.0,2.0,100,1.227,0.7290000000000001,TOR,[3],[1]
BOS202205030,ANA,7,1,1,stort001,plawk001,,cordf003,8/SF/F8XD+.3-H,,,BOS,2022,101,True,1,0.498,7.0,1.0,2.0,100,1.227,0.7290000000000001,BOS,[3],[1]
BOS202205040,ANA,9,0,1,renda001,ohtas001,troum001,,8/F78D,,,BOS,2022,110,False,0,0.443,9.0,0.0,2.0,110,0.443,0.0,ANA,[],[]
BOS202205060,CHA,1,0,1,robel002,abrej003,,andet001,9/L9+,,,BOS,2022,101,False,0,0.498,1.0,0.0,2.0,101,0.498,0.0,CHA,[],[]
BOS202205060,CHA,3,0,0,abrej003,polla001,,andet001,9/SF/F89D.3-H,,,BOS,2022,101,True,1,1.591,3.0,0.0,1.0,100,1.526,-0.06499999999999995,CHA,[3],[1]
BOS202205070,CHA,9,0,0,garcl004,,engea001,burgj001,9/SF/L9D+.3-H;2-3,,,BOS,2022,011,True,1,1.409,9.0,0.0,1.0,001,1.968,0.5589999999999999,CHA,"[3, 2]","[1, 1]"
BOS202205160,HOU,6,0,1,tuckk001,alvay001,,brega001,7/F78S,,,BOS,2022,101,False,0,0.498,6.0,0.0,2.0,101,0.498,0.0,HOU,[],[]
BOS202205170,HOU,8,1,1,martj006,dalbb001,bradj001,,8/F89XD.2-3;1-2,,,BOS,2022,110,False,0,0.443,8.0,1.0,2.0,011,0.59,0.14699999999999996,BOS,"[2, 1]","[1, 1]"
BOS202205180,HOU,4,1,0,dalbb001,cordf003,stort001,,8/F89XD.2-3,,,BOS,2022,110,False,0,0.923,4.0,1.0,1.0,101,1.591,0.6679999999999999,BOS,[2],[1]
BOS202205200,SEA,3,1,0,dever001,herne001,vazqc001,,7/L78,,,BOS,2022,110,False,0,0.923,3.0,1.0,1.0,110,0.923,0.0,BOS,[],[]
BOS202205200,SEA,8,1,1,stort001,cordf003,martj006,,9/F9L,,,BOS,2022,110,False,0,0.443,8.0,1.0,2.0,110,0.443,0.0,BOS,[],[]
BOS202205210,SEA,5,1,0,stort001,dalbb001,,bogax001,8/SF/F8D.3-H,,,BOS,2022,101,True,1,1.591,5.0,1.0,1.0,100,1.526,-0.06499999999999995,BOS,[3],[1]
BOS202205270,BAL,9,0,1,mounr001,,rutsa001,haysa001,8/SF/F8D.3-H,,,BOS,2022,011,True,1,0.59,9.0,0.0,2.0,010,1.327,0.737,BAL,[3],[1]
BOS202205282,BAL,3,0,1,rutsa001,santa003,haysa001,,7/L7D,,,BOS,2022,110,False,0,0.443,3.0,0.0,2.0,110,0.443,0.0,BAL,[],[]
BOS202205300,BAL,5,0,0,santa003,,mounr001,manct001,9/SF/L9LD.3-H;2-3,,,BOS,2022,011,True,1,1.409,5.0,0.0,1.0,001,1.968,0.5589999999999999,BAL,"[3, 2]","[1, 1]"
BOS202205310,CIN,9,1,1,bogax001,,dever001,herne001,8/F8S,,,BOS,2022,011,False,0,0.59,9.0,1.0,2.0,011,0.59,0.0,BOS,[],[]
BOS202206140,OAK,3,1,1,vazqc001,verda001,bogax001,,8/F8,,,BOS,2022,110,False,0,0.443,3.0,1.0,2.0,110,0.443,0.0,BOS,[],[]
BOS202206140,OAK,9,0,0,brows003,bethc001,laurr001,,7/L78,,,BOS,2022,110,False,0,0.923,9.0,0.0,1.0,110,0.923,0.0,OAK,[],[]
BOS202206150,OAK,4,1,0,martj006,dever001,duraj001,,9/F9.2-3,,,BOS,2022,110,False,0,0.923,4.0,1.0,1.0,101,1.591,0.6679999999999999,BOS,[2],[1]
BOS202206150,OAK,4,1,1,bogax001,dever001,,duraj001,9/SF/L9LD.3-H,,,BOS,2022,101,True,1,0.498,4.0,1.0,2.0,100,1.227,0.7290000000000001,BOS,[3],[1]
BOS202206160,OAK,1,1,1,bogax001,martj006,,duraj001,9/F9,,,BOS,2022,101,False,0,0.498,1.0,1.0,2.0,101,0.498,0.0,BOS,[],[]
BOS202206160,OAK,7,1,1,verda001,bogax001,dever001,,8/F78D,,,BOS,2022,110,False,0,0.443,7.0,1.0,2.0,110,0.443,0.0,BOS,[],[]
BOS202206160,OAK,8,1,1,dalbb001,vazqc001,refsr001,,8/F89XD.2-3,,,BOS,2022,110,False,0,0.443,8.0,1.0,2.0,101,0.498,0.05499999999999999,BOS,[2],[1]
BOS202206170,SLN,5,0,1,kniza001,badeh001,carld002,,8/L8D,,,BOS,2022,110,False,0,0.443,5.0,0.0,2.0,110,0.443,0.0,SLN,[],[]
BOS202206170,SLN,6,0,1,gormn001,arenn001,goldp001,,8/L8XD+,,,BOS,2022,110,False,0,0.443,6.0,0.0,2.0,110,0.443,0.0,SLN,[],[]
BOS202206180,SLN,6,0,1,gormn001,arenn001,goldp001,,8/F8XD.2-3,,,BOS,2022,110,False,0,0.443,6.0,0.0,2.0,101,0.498,0.05499999999999999,SLN,[2],[1]
BOS202206190,SLN,9,0,1,badeh001,gormn001,,sosae001,7/F78S,,,BOS,2022,101,False,0,0.498,9.0,0.0,2.0,101,0.498,0.0,SLN,[],[]
BOS202206200,DET,2,0,1,torks001,candj002,,greer003,8/SF/L89D.3-H,,,BOS,2022,101,True,1,0.498,2.0,0.0,2.0,100,1.227,0.7290000000000001,DET,[3],[1]
BOS202206200,DET,4,1,0,vazqc001,cordf003,,stort001,7/SF/L7D+.3-H(UR),,,BOS,2022,101,True,1,1.591,4.0,1.0,1.0,100,1.526,-0.06499999999999995,BOS,[3],[1]
BOS202206210,DET,1,1,0,martj006,dever001,,duraj001,8/SF/L89D.3-H,,,BOS,2022,101,True,1,1.591,1.0,1.0,1.0,100,1.526,-0.06499999999999995,BOS,[3],[1]
BOS202207040,TBA,2,1,1,cordf003,stort001,vazqc001,,9/F9S,,,BOS,2022,110,False,0,0.443,2.0,1.0,2.0,110,0.443,0.0,BOS,[],[]
BOS202207050,TBA,6,0,1,wallt003,,arozr001,kierk001,7/SF/F78D.3-H,,,BOS,2022,011,True,1,0.59,6.0,0.0,2.0,010,1.327,0.737,TBA,[3],[1]
BOS202207050,TBA,7,1,1,bogax001,martj006,,duraj001,7/SF/F78D.3-H,,,BOS,2022,101,True,1,0.498,7.0,1.0,2.0,100,1.227,0.7290000000000001,BOS,[3],[1]
BOS202207090,NYA,10,1,0,vazqc001,refsr001,,duraj001,9/F9L,,,BOS,2022,101,False,0,1.591,10.0,1.0,1.0,101,1.591,0.0,BOS,[],[]
BOS202207100,NYA,4,0,1,judga001,lemad001,trevj001,,9/F89,,,BOS,2022,110,False,0,0.443,4.0,0.0,2.0,110,0.443,0.0,NYA,[],[]
BOS202207230,TOR,3,0,0,guerv002,sprig001,,biggc002,8/L89,,,BOS,2022,101,False,0,1.591,3.0,0.0,1.0,101,1.591,0.0,TOR,[],[]
BOS202207230,TOR,3,0,1,kirka001,sprig001,,biggc002,9/SF/F9LD.3-H,,,BOS,2022,101,True,1,0.498,3.0,0.0,2.0,100,1.227,0.7290000000000001,TOR,[3],[1]
BOS202207260,CLE,6,0,1,naylj001,ramij003,kwans001,,7/F7S,,,BOS,2022,110,False,0,0.443,6.0,0.0,2.0,110,0.443,0.0,CLE,[],[]
BOS202207290,MIL,9,0,1,taylt002,,wongk001,carav001,7/SF/F78D.3-H,,,BOS,2022,011,True,1,0.59,9.0,0.0,2.0,010,1.327,0.737,MIL,[3],[1]
BOS202207300,MIL,1,1,1,martj006,bogax001,vazqc001,,8/F78D,,,BOS,2022,110,False,0,0.443,1.0,1.0,2.0,110,0.443,0.0,BOS,[],[]
BOS202207300,MIL,7,0,0,wongk001,,mccua001,tellr001,8/SF/F78XD.3-H,,,BOS,2022,011,True,1,1.409,7.0,0.0,1.0,010,1.689,0.28,MIL,[3],[1]
BOS202207300,MIL,7,1,1,martj006,bogax001,,vazqc001,9/SF/F9D.3-H,,,BOS,2022,101,True,1,0.498,7.0,1.0,2.0,100,1.227,0.7290000000000001,BOS,[3],[1]
BOS202207300,MIL,8,0,1,adamw002,,taylt002,carav001,8/SF/L8XD.3-H,,,BOS,2022,011,True,1,0.59,8.0,0.0,2.0,010,1.327,0.737,MIL,[3],[1]
BOS202207310,MIL,1,1,0,martj006,bogax001,davij008,,9/F9D.2-3,,,BOS,2022,110,False,0,0.923,1.0,1.0,1.0,101,1.591,0.6679999999999999,BOS,[2],[1]
BOS202207310,MIL,5,1,1,davij008,bradj001,sancc001,,7/L78D,,,BOS,2022,110,False,0,0.443,5.0,1.0,2.0,110,0.443,0.0,BOS,[],[]
BOS202207310,MIL,9,0,0,carav001,urial001,renfh001,,8/F8,,narvo001,BOS,2022,110,False,0,0.923,9.0,0.0,1.0,110,0.923,0.0,MIL,[],[]
BOS202207310,MIL,9,0,1,taylt002,urial001,renfh001,,9/L9D+.2-3,,,BOS,2022,110,False,0,0.443,9.0,0.0,2.0,101,0.498,0.05499999999999999,MIL,[2],[1]
BOS202208090,ATL,7,1,1,phamt001,duraj001,plawk001,,8/F89,,,BOS,2022,110,False,0,0.443,7.0,1.0,2.0,110,0.443,0.0,BOS,[],[]
BOS202208090,ATL,10,1,0,martj006,verda001,,bogax001,8/SF/F8D.3-H(UR),,,BOS,2022,101,True,1,1.591,10.0,1.0,1.0,100,1.526,-0.06499999999999995,BOS,[3],[1]
BOS202208100,ATL,8,0,1,ozunm001,,rosae001,contw002,8/SF/F78D.3-H;2-3,,,BOS,2022,011,True,1,0.59,8.0,0.0,2.0,001,1.369,0.779,ATL,"[3, 2]","[1, 1]"
BOS202208110,BAL,6,0,0,santa003,rutsa001,mullc002,,8/L8D+,,,BOS,2022,110,False,0,0.923,6.0,0.0,1.0,110,0.923,0.0,BAL,[],[]
BOS202208250,TOR,4,1,0,dalbb001,mcgur002,,refsr001,7/SF/F78XD.3-H;1-2,,,BOS,2022,101,True,1,1.591,4.0,1.0,1.0,010,1.689,0.09800000000000009,BOS,"[3, 1]","[1, 1]"
BOS202208260,TBA,4,1,0,duraj001,plawk001,,herne001,9/SF/F9.3-H,,,BOS,2022,101,True,1,1.591,4.0,1.0,1.0,100,1.526,-0.06499999999999995,BOS,[3],[1]
BOS202208280,TBA,6,0,1,margm001,diazy001,,sirij001,7/SF/F78D.3-H,,,BOS,2022,101,True,1,0.498,6.0,0.0,2.0,100,1.227,0.7290000000000001,TBA,[3],[1]
BOS202208280,TBA,7,1,0,verda001,phamt001,,dalbb001,7/F7L.1-2,,,BOS,2022,101,False,0,1.591,7.0,1.0,1.0,011,1.409,-0.18199999999999994,BOS,[1],[1]
BOS202208280,TBA,7,1,1,bogax001,,phamt001,dalbb001,8/SF/F89XD+.3-H;2-3,,,BOS,2022,011,True,1,0.59,7.0,1.0,2.0,001,1.369,0.779,BOS,"[3, 2]","[1, 1]"
BOS202209030,TEX,7,1,1,arroc001,,stort001,martj006,9/L89S,,,BOS,2022,011,False,0,0.59,7.0,1.0,2.0,011,0.59,0.0,BOS,[],[]
BOS202209040,TEX,2,1,0,verda001,phamt001,wongc001,,8/F78D+.2-3,,,BOS,2022,110,False,0,0.923,2.0,1.0,1.0,101,1.591,0.6679999999999999,BOS,[2],[1]
BOS202209130,NYA,10,1,1,bogax001,verda001,,wongc001,7/F7S,,,BOS,2022,101,False,0,0.498,10.0,1.0,2.0,101,0.498,0.0,BOS,[],[]
BOS202209140,NYA,2,1,0,refsr001,martj006,dever001,,9/F89S,,,BOS,2022,110,False,0,0.923,2.0,1.0,1.0,110,0.923,0.0,BOS,[],[]
BOS202209180,KCA,2,1,1,phamt001,,chany001,herne001,8/SF/F8XD+.3-H;2-3,,,BOS,2022,011,True,1,0.59,2.0,1.0,2.0,001,1.369,0.779,BOS,"[3, 2]","[1, 1]"
