game_id,visit,inning,bat_team,outs,batter_id,runner_1b,runner_2b,runner_3b,event,col_7,col_8,team_iter,year,base_state,tagup_success,tagup_runs,re0,next_inning,next_bat_team,next_outs,next_base_state,re1,delta_run_exp,teamname,chosen_runner_strategy,adv_result
MIN202208150,KCA,5,1,1,polaj001,miraj002,,corrc001,8/SF/L8D+.3-H,,,MIN,2022,101,True,1,0.498,5.0,1.0,2.0,100,1.227,0.7290000000000001,MIN,[3],[1]
MIN202208150,KCA,6,0,1,rookb001,,massm001,pasqv001,7/F78S,,pratn001,MIN,2022,011,False,0,0.59,6.0,0.0,2.0,011,0.59,0.0,KCA,[],[]
MIN202208170,KCA,7,0,1,massm001,pasqv001,peres002,,8/L89D,,,MIN,2022,110,False,0,0.443,7.0,0.0,2.0,110,0.443,0.0,KCA,[],[]
MIN202208190,TEX,9,0,1,millb002,tavel001,culbc001,,9/L9/DP.2X2(96),,,MIN,2022,110,False,0,0.443,1.0,0.0,0.0,000,0.0,-0.443,TEX,[2],[0]
MIN202208210,TEX,9,0,1,semim001,millb002,,thomb003,9/SF/F9L.3-H,,,MIN,2022,101,True,1,0.498,9.0,0.0,2.0,100,1.227,0.7290000000000001,TEX,[3],[1]
MIN202208220,TEX,6,0,0,semim001,durae002,millb002,,8/F8XD.2-3,,,MIN,2022,110,False,0,0.923,6.0,0.0,1.0,101,1.591,0.6679999999999999,TEX,[2],[1]
MIN202208220,TEX,6,0,1,lowen001,seagc001,durae002,,8/L8XD+,,,MIN,2022,110,False,0,0.443,6.0,0.0,2.0,110,0.443,0.0,TEX,[],[]
MIN202208260,SFN,6,0,0,pedej001,florw001,lastt001,,9/L9D+.2-3,,,MIN,2022,110,False,0,0.923,6.0,0.0,1.0,101,1.591,0.6679999999999999,SFN,[2],[1]
MIN202208270,SFN,5,0,1,lastt001,,bartj003,gonzl005,8/SF/F78D.3-H,,,MIN,2022,011,True,1,0.59,5.0,0.0,2.0,010,1.327,0.737,SFN,[3],[1]
MIN202208270,SFN,8,1,0,miraj002,cavej001,,corrc001,9/F3D,,,MIN,2022,101,False,0,1.591,8.0,1.0,1.0,101,1.591,0.0,MIN,[],[]
MIN202208290,BOS,3,0,1,dever001,bogax001,,verda001,9/L89,,,MIN,2022,101,False,0,0.498,3.0,0.0,2.0,101,0.498,0.0,BOS,[],[]
MIN202208290,BOS,4,1,1,celeg001,urshg001,gordn001,,9/F9L.2-3,,,MIN,2022,110,False,0,0.443,4.0,1.0,2.0,101,0.498,0.05499999999999999,MIN,[2],[1]
MIN202208300,BOS,4,0,0,dever001,,bogax001,verda001,8/SF/F78XD+.3-H;2-3,,,MIN,2022,011,True,1,1.409,4.0,0.0,1.0,001,1.968,0.5589999999999999,BOS,"[3, 2]","[1, 1]"
MIN202208310,BOS,4,0,0,verda001,phamt001,plawk001,,7/L7D,,,MIN,2022,110,False,0,0.923,4.0,0.0,1.0,110,0.923,0.0,BOS,[],[]
MIN202208310,BOS,4,0,1,bogax001,phamt001,plawk001,,9/F9S,,,MIN,2022,110,False,0,0.443,4.0,0.0,2.0,110,0.443,0.0,BOS,[],[]
MIN202208310,BOS,7,1,1,arral001,sancg002,,gordn001,8/SF/L78D.3-H,,,MIN,2022,101,True,1,0.498,7.0,1.0,2.0,100,1.227,0.7290000000000001,MIN,[3],[1]
MIN202208310,BOS,9,1,0,arral001,hamic001,celeg001,,7/F7,,,MIN,2022,110,False,0,0.923,9.0,1.0,1.0,110,0.923,0.0,MIN,[],[]
MIN202209100,CLE,3,1,1,miraj002,corrc001,,arral001,9/F9S,,,MIN,2022,101,False,0,0.498,3.0,1.0,2.0,101,0.498,0.0,MIN,[],[]
MIN202209100,CLE,9,1,1,sancg002,garlk001,,urshg001,9/SF/F9L.3-H,,,MIN,2022,101,True,1,0.498,9.0,1.0,2.0,100,1.227,0.7290000000000001,MIN,[3],[1]
MIN202209130,KCA,9,0,1,pasqv001,rives002,,wittb002,8/SF/L89D.3-H,,,MIN,2022,101,True,1,0.498,9.0,0.0,2.0,100,1.227,0.7290000000000001,KCA,[3],[1]
MIN202209140,KCA,7,1,1,urshg001,,corrc001,hamib001,9/SF/F9.3-H,,,MIN,2022,011,True,1,0.59,7.0,1.0,2.0,010,1.327,0.737,MIN,[3],[1]
MIN202209240,ANA,1,1,1,sancg002,,urshg001,arral001,9/SF/F9.3-H;2-3,,,MIN,2022,011,True,1,0.59,1.0,1.0,2.0,001,1.369,0.779,MIN,"[3, 2]","[1, 1]"
MIN202209250,ANA,6,1,1,cavej001,palaj002,celeg001,,8/F8,,,MIN,2022,110,False,0,0.443,6.0,1.0,2.0,110,0.443,0.0,MIN,[],[]
MIN202209280,CHA,2,0,1,harrj002,grany001,,polla001,7/SF/F78.3-H,,,MIN,2022,101,True,1,0.498,2.0,0.0,2.0,100,1.227,0.7290000000000001,CHA,[3],[1]
MIN202209280,CHA,5,0,0,andre001,gonzr003,harrj002,,7/L7,,,MIN,2022,110,False,0,0.923,5.0,0.0,1.0,110,0.923,0.0,CHA,[],[]
MIN202209290,CHA,6,0,1,vauga001,,abrej003,paytm001,9/SF/L9D.3-H;2-3,,,MIN,2022,011,True,1,0.59,6.0,0.0,2.0,001,1.369,0.779,CHA,"[3, 2]","[1, 1]"
NYA202204100,BOS,3,1,0,gallj002,stanm004,judga001,,9/F9D+,,,NYA,2022,110,False,0,0.923,3.0,1.0,1.0,110,0.923,0.0,NYA,[],[]
NYA202204100,BOS,4,0,1,arauj001,,verda001,arroc001,9/SF/F89D.3-H,,,NYA,2022,011,True,1,0.59,4.0,0.0,2.0,010,1.327,0.737,BOS,[3],[1]
NYA202204110,TOR,7,1,0,higak001,hicka001,torrg001,,9/L89,,,NYA,2022,110,False,0,0.923,7.0,1.0,1.0,110,0.923,0.0,NYA,[],[]
NYA202204110,TOR,8,0,1,kirka001,gurrl001,hernt002,,7/F7S,,,NYA,2022,110,False,0,0.443,8.0,0.0,2.0,110,0.443,0.0,TOR,[],[]
NYA202204120,TOR,8,1,1,stanm004,,judga001,donaj001,7/SF/L7D+.3-H,,,NYA,2022,011,True,1,0.59,8.0,1.0,2.0,010,1.327,0.737,NYA,[3],[1]
NYA202204140,TOR,2,0,0,espis001,biggc002,kirka001,,8/F78XD+,,,NYA,2022,110,False,0,0.923,2.0,0.0,1.0,110,0.923,0.0,TOR,[],[]
NYA202204230,CLE,5,1,1,higak001,kinei001,,gallj002,8/SF/DP/F8.3-H;1X2(836),,,NYA,2022,101,True,1,0.498,6.0,0.0,0.0,000,1.0,0.502,NYA,"[3, 1]","[1, 0]"
NYA202204240,CLE,3,1,1,kinei001,,gallj002,hicka001,7/SF/F78D.3-H,,,NYA,2022,011,True,1,0.59,3.0,1.0,2.0,010,1.327,0.737,NYA,[3],[1]
NYA202204270,BAL,3,0,0,mullc002,mcker001,matej003,,8/F8,,,NYA,2022,110,False,0,0.923,3.0,0.0,1.0,110,0.923,0.0,BAL,[],[]
NYA202204270,BAL,6,1,1,stanm004,rizza001,,lemad001,8/SF/L89XD+.3-H,,,NYA,2022,101,True,1,0.498,6.0,1.0,2.0,100,1.227,0.7290000000000001,NYA,[3],[1]
NYA202204280,BAL,6,1,0,gonzm002,locat001,,gallj002,8/SF/F8D.3-H(UR),,,NYA,2022,101,True,1,1.591,6.0,1.0,1.0,100,1.526,-0.06499999999999995,NYA,[3],[1]
NYA202205081,TEX,6,1,0,stanm004,rizza001,,judga001,7/SF/F78D+.3-H,,,NYA,2022,101,True,1,1.591,6.0,1.0,1.0,100,1.526,-0.06499999999999995,NYA,[3],[1]
NYA202205100,TOR,2,1,0,torrg001,hicka001,donaj001,,9/L89,,,NYA,2022,110,False,0,0.923,2.0,1.0,1.0,110,0.923,0.0,NYA,[],[]
NYA202205100,TOR,6,1,0,rizza001,judga001,lemad001,,8/F8XD+.2-3,,,NYA,2022,110,False,0,0.923,6.0,1.0,1.0,101,1.591,0.6679999999999999,NYA,[2],[1]
NYA202205110,TOR,6,0,1,chapm001,kirka001,,hernt002,7/SF/F78XD+.3-H,,,NYA,2022,101,True,1,0.498,6.0,0.0,2.0,100,1.227,0.7290000000000001,TOR,[3],[1]
NYA202205110,TOR,9,0,0,sprig001,caprv001,,espis001,9/SF/L9L.3-H,,,NYA,2022,101,True,1,1.591,9.0,0.0,1.0,100,1.526,-0.06499999999999995,TOR,[3],[1]
NYA202205210,CHA,3,0,1,robel002,vauga001,andet001,,9/L9D,,,NYA,2022,110,False,0,0.443,3.0,0.0,2.0,110,0.443,0.0,CHA,[],[]
NYA202205221,CHA,8,1,1,donaj001,stanm004,rizza001,,8/F89XD+.2-3,,,NYA,2022,110,False,0,0.443,8.0,1.0,2.0,101,0.498,0.05499999999999999,NYA,[2],[1]
NYA202205230,BAL,9,0,0,chirr001,uriar001,,odorr001,7/SF/F7D.3-H,,,NYA,2022,101,True,1,1.591,9.0,0.0,1.0,100,1.526,-0.06499999999999995,BAL,[3],[1]
NYA202205250,BAL,2,0,1,matej003,odorr001,rutsa001,,7/L7D,,,NYA,2022,110,False,0,0.443,2.0,0.0,2.0,110,0.443,0.0,BAL,[],[]
NYA202205310,ANA,6,1,1,judga001,lemad001,,gallj002,8/SF/F8.3-H;1-2,,,NYA,2022,101,True,1,0.498,6.0,1.0,2.0,010,1.327,0.829,NYA,"[3, 1]","[1, 1]"
NYA202205310,ANA,8,0,1,ohtas001,,velaa001,lagaj001,8/F8,,,NYA,2022,011,False,0,0.59,8.0,0.0,2.0,011,0.59,0.0,ANA,[],[]
NYA202206021,ANA,2,1,0,trevj001,hicka001,gallj002,,7/F7D.2-3;1-2,,,NYA,2022,110,False,0,0.923,2.0,1.0,1.0,011,1.409,0.486,NYA,"[2, 1]","[1, 1]"
NYA202206050,DET,10,1,0,donaj001,,rizza001,judga001,7/SF/F7D.3-H(UR),,,NYA,2022,011,True,1,1.409,1.0,0.0,0.0,000,1.0,-0.40900000000000003,NYA,[3],[1]
NYA202206100,CHN,11,1,1,higak001,torrg001,donaj001,,7/F7D+,,,NYA,2022,110,False,0,0.443,11.0,1.0,2.0,110,0.443,0.0,NYA,[],[]
NYA202206100,CHN,12,1,1,rizza001,judga001,kinei001,,9/F34D,,,NYA,2022,110,False,0,0.443,12.0,1.0,2.0,110,0.443,0.0,NYA,[],[]
NYA202206120,CHN,7,1,1,lemad001,stanm004,rizza001,,9/F9,,,NYA,2022,110,False,0,0.443,7.0,1.0,2.0,110,0.443,0.0,NYA,[],[]
NYA202206140,TBA,5,0,0,parei001,kierk001,arozr001,,7/F7D,,,NYA,2022,110,False,0,0.923,5.0,0.0,1.0,110,0.923,0.0,TBA,[],[]
NYA202206250,HOU,8,1,1,gallj002,lemad001,hicka001,,9/F9D+.2-3,,,NYA,2022,110,False,0,0.443,8.0,1.0,2.0,101,0.498,0.05499999999999999,NYA,[2],[1]
NYA202206270,OAK,6,1,1,trevj001,hicka001,donaj001,,8/F8,,,NYA,2022,110,False,0,0.443,6.0,1.0,2.0,110,0.443,0.0,NYA,[],[]
NYA202206270,OAK,7,1,1,hicka001,,donaj001,stanm004,9/L89S,,,NYA,2022,011,False,0,0.59,7.0,1.0,2.0,011,0.59,0.0,NYA,[],[]
NYA202206290,OAK,3,1,1,donaj001,judga001,lemad001,,7/F7D,,,NYA,2022,110,False,0,0.443,3.0,1.0,2.0,110,0.443,0.0,NYA,[],[]
NYA202207120,CIN,3,1,0,stanm004,rizza001,torrg001,,9/F9LD.2-3,,,NYA,2022,110,False,0,0.923,3.0,1.0,1.0,101,1.591,0.6679999999999999,NYA,[2],[1]
NYA202207130,CIN,3,1,1,stanm004,rizza001,lemad001,,9/F89D,,,NYA,2022,110,False,0,0.443,3.0,1.0,2.0,110,0.443,0.0,NYA,[],[]
NYA202207130,CIN,5,0,1,stept001,,vottj001,drurb001,8/SF/L89XD.3-H;2-3,,,NYA,2022,011,True,1,0.59,5.0,0.0,2.0,001,1.369,0.779,CIN,"[3, 2]","[1, 1]"
NYA202207130,CIN,9,0,1,phamt001,drurb001,fairs001,,9/F9L,,,NYA,2022,110,False,0,0.443,9.0,0.0,2.0,110,0.443,0.0,CIN,[],[]
NYA202207140,CIN,1,0,1,vottj001,phamt001,indij001,,7/F78XD+,,,NYA,2022,110,False,0,0.443,1.0,0.0,2.0,110,0.443,0.0,CIN,[],[]
NYA202207150,BOS,1,0,0,verda001,bogax001,,martj006,7/F7S,,,NYA,2022,101,False,0,1.591,1.0,0.0,1.0,101,1.591,0.0,BOS,[],[]
NYA202207150,BOS,1,0,1,vazqc001,bogax001,,martj006,7/F7S,,,NYA,2022,101,False,0,0.498,1.0,0.0,2.0,101,0.498,0.0,BOS,[],[]
NYA202207170,BOS,4,1,1,kinei001,hicka001,,carpm002,7/SF/F7.3-H,,,NYA,2022,101,True,1,0.498,4.0,1.0,2.0,100,1.227,0.7290000000000001,NYA,[3],[1]
NYA202207300,KCA,2,0,0,taylm002,pasqv001,dozih001,,9/F9L.2-3,,,NYA,2022,110,False,0,0.923,2.0,0.0,1.0,101,1.591,0.6679999999999999,KCA,[2],[1]
NYA202207300,KCA,3,0,1,peres002,,merrw001,lopen001,8/SF/F78XD+.3-H,,,NYA,2022,011,True,1,0.59,3.0,0.0,2.0,010,1.327,0.737,KCA,[3],[1]
NYA202208010,SEA,6,1,1,judga001,lemad001,kinei001,,9/F89S,,,NYA,2022,110,False,0,0.443,6.0,1.0,2.0,110,0.443,0.0,NYA,[],[]
NYA202208020,SEA,3,0,1,santc002,suare001,,fraza001,8/SF/F89XD+.3-H(UR),,,NYA,2022,101,True,1,0.498,3.0,0.0,2.0,100,1.227,0.7290000000000001,SEA,[3],[1]
NYA202208160,TBA,1,0,0,ramih004,parei001,diazy001,,7/F7,,,NYA,2022,110,False,0,0.923,1.0,0.0,1.0,110,0.923,0.0,TBA,[],[]
NYA202208170,TBA,7,1,0,kinei001,gonzm002,trevj001,,8/L8D,,,NYA,2022,110,False,0,0.923,7.0,1.0,1.0,110,0.923,0.0,NYA,[],[]
NYA202208180,TOR,8,1,1,torrg001,donaj001,rizza001,,9/F9L,,,NYA,2022,110,False,0,0.443,8.0,1.0,2.0,110,0.443,0.0,NYA,[],[]
NYA202208220,NYN,1,1,1,lemad001,rizza001,,benia002,9/SF/F9.3-H,,,NYA,2022,101,True,1,0.498,1.0,1.0,2.0,100,1.227,0.7290000000000001,NYA,[3],[1]
NYA202209071,MIN,12,1,1,perao002,,trevj001,kinei001,7/F78S,,,NYA,2022,011,False,0,0.59,12.0,1.0,2.0,011,0.59,0.0,NYA,[],[]
NYA202209080,MIN,5,0,1,cavej001,gordn001,celeg001,,7/L78/DP.2X2(74),,hamib001,NYA,2022,110,False,0,0.443,5.0,1.0,0.0,000,0.0,-0.443,MIN,[2],[0]
NYA202209200,PIT,6,0,1,alleg002,cruzo001,suwij001,,8/F8,,,NYA,2022,110,False,0,0.443,6.0,0.0,2.0,110,0.443,0.0,PIT,[],[]
NYA202209210,PIT,4,0,1,hayek001,gameb001,,castr006,9/SF/F9.3-H,,,NYA,2022,101,True,1,0.498,4.0,0.0,2.0,100,1.227,0.7290000000000001,PIT,[3],[1]
NYA202209210,PIT,8,1,1,rizza001,,locat001,trevj001,8/F8,,,NYA,2022,011,False,0,0.59,8.0,1.0,2.0,011,0.59,0.0,NYA,[],[]
NYA202209220,BOS,1,1,0,torrg001,rizza001,judga001,,8/F78XD+.2-3,,,NYA,2022,110,False,0,0.923,1.0,1.0,1.0,101,1.591,0.6679999999999999,NYA,[2],[1]
NYA202209230,BOS,5,1,1,stanm004,hicka001,gonzm002,,9/F9LSF/FL.2-3,,,NYA,2022,110,False,0,0.443,5.0,1.0,2.0,101,0.498,0.05499999999999999,NYA,[2],[1]
NYA202209240,BOS,5,1,0,rizza001,judga001,higak001,,8/L8XD+.2-3,,,NYA,2022,110,False,0,0.923,5.0,1.0,1.0,101,1.591,0.6679999999999999,NYA,[2],[1]
NYA202209240,BOS,8,0,1,almoa001,dalbb001,casat001,,8/L8,,,NYA,2022,110,False,0,0.443,8.0,0.0,2.0,110,0.443,0.0,BOS,[],[]
NYA202210020,BAL,5,1,0,rizza001,judga001,hicka001,,7/L7,,,NYA,2022,110,False,0,0.923,5.0,1.0,1.0,110,0.923,0.0,NYA,[],[]
OAK202204180,BAL,7,0,1,haysa001,uriar001,,manct001,9/F9L/DP.3XH(92),,,OAK,2022,101,False,0,0.498,7.0,1.0,0.0,000,0.0,-0.498,BAL,[3],[0]
OAK202204200,BAL,8,0,1,manct001,santa003,mullc002,,9/L9D+,,,OAK,2022,110,False,0,0.443,8.0,0.0,2.0,110,0.443,0.0,BAL,[],[]
OAK202204210,BAL,3,1,1,brows003,murps001,neuss001,,8/F89XD.2-3,,,OAK,2022,110,False,0,0.443,3.0,1.0,2.0,101,0.498,0.05499999999999999,OAK,[2],[1]
OAK202204220,TEX,2,0,1,semim001,millb002,,heimj001,8/SF/L89D.3-H,,,OAK,2022,101,True,1,0.498,2.0,0.0,2.0,100,1.227,0.7290000000000001,TEX,[3],[1]
OAK202204240,TEX,1,1,0,murps001,neuss001,kempt001,,9/F9D.2-3,,,OAK,2022,110,False,0,0.923,1.0,1.0,1.0,101,1.591,0.6679999999999999,OAK,[2],[1]
OAK202204240,TEX,5,1,0,kempt001,mcdom002,allen002,,7/F7D.2-3,,,OAK,2022,110,False,0,0.923,5.0,1.0,1.0,101,1.591,0.6679999999999999,OAK,[2],[1]
OAK202204290,CLE,1,1,1,mckib001,pindc001,,brows003,8/SF/F8XD.3-H,,,OAK,2022,101,True,1,0.498,1.0,1.0,2.0,100,1.227,0.7290000000000001,OAK,[3],[1]
OAK202204290,CLE,4,1,1,kempt001,pachc001,,andre001,7/SF/F7LF/FL.3-H;1-2,,,OAK,2022,101,True,1,0.498,4.0,1.0,2.0,010,1.327,0.829,OAK,"[3, 1]","[1, 1]"
OAK202205010,CLE,6,0,1,millo002,,ramij003,kwans001,8/SF/F89XD.3-H;2-3,,,OAK,2022,011,True,1,0.59,6.0,0.0,2.0,001,1.369,0.779,CLE,"[3, 2]","[1, 1]"
OAK202205010,CLE,7,1,1,smitk003,pindc001,brows003,,9/F9D.2-3,,,OAK,2022,110,False,0,0.443,7.0,1.0,2.0,101,0.498,0.05499999999999999,OAK,[2],[1]
OAK202205010,CLE,9,1,0,pindc001,,bethc001,piscs001,9/SF/F9L.3-H,,,OAK,2022,011,True,1,1.409,9.0,1.0,1.0,010,1.689,0.28,OAK,[3],[1]
OAK202205030,TBA,3,1,1,andre001,bethc001,piscs001,,8/F89D,,,OAK,2022,110,False,0,0.443,3.0,1.0,2.0,110,0.443,0.0,OAK,[],[]
OAK202205130,ANA,3,1,1,lowrj001,kempt001,andre001,,7/F7/DP.2X3(75),,,OAK,2022,110,False,0,0.443,4.0,0.0,0.0,000,0.0,-0.443,OAK,[2],[0]
OAK202205160,MIN,5,0,1,arral001,polaj001,buxtb001,,9/F9,,garlk001,OAK,2022,110,False,0,0.443,5.0,0.0,2.0,110,0.443,0.0,MIN,[],[]
OAK202205170,MIN,5,1,1,murps001,brows003,lowrj001,,7/F78D,,,OAK,2022,110,False,0,0.443,5.0,1.0,2.0,110,0.443,0.0,OAK,[],[]
OAK202205170,MIN,8,0,1,celeg001,garlk001,keplm001,,8/L89,,,OAK,2022,110,False,0,0.443,8.0,0.0,2.0,110,0.443,0.0,MIN,[],[]
OAK202205180,MIN,6,0,0,keplm001,polaj001,,corrc001,7/SF/F78.3-H,,,OAK,2022,101,True,1,1.591,6.0,0.0,1.0,100,1.526,-0.06499999999999995,MIN,[3],[1]
OAK202205270,TEX,3,1,0,lowrj001,kempt001,neuss001,,7/F7LS,,,OAK,2022,110,False,0,0.923,3.0,1.0,1.0,110,0.923,0.0,OAK,[],[]
OAK202205290,TEX,5,0,1,seagc001,semim001,millb002,,8/L8XD+.2-3,,,OAK,2022,110,False,0,0.443,5.0,0.0,2.0,101,0.498,0.05499999999999999,TEX,[2],[1]
OAK202205290,TEX,7,0,1,semim001,white006,culbc001,,7/F78XD.2-3;1-2,,,OAK,2022,110,False,0,0.443,7.0,0.0,2.0,011,0.59,0.14699999999999996,TEX,"[2, 1]","[1, 1]"
OAK202205290,TEX,8,1,0,lowrj001,laurr001,kempt001,,9/L9LS,,,OAK,2022,110,False,0,0.923,8.0,1.0,1.0,110,0.923,0.0,OAK,[],[]
OAK202205310,HOU,5,1,1,barrl001,murps001,brows003,,8/F8,,,OAK,2022,110,False,0,0.443,5.0,1.0,2.0,110,0.443,0.0,OAK,[],[]
OAK202206010,HOU,9,0,1,penaj004,diaza003,alvay001,,9/L9D.2-3,,,OAK,2022,110,False,0,0.443,9.0,0.0,2.0,101,0.498,0.05499999999999999,HOU,[2],[1]
OAK202206030,BOS,4,1,1,andre001,brows003,,laurr001,9/F9LS,,,OAK,2022,101,False,0,0.498,4.0,1.0,2.0,101,0.498,0.0,OAK,[],[]
OAK202206040,BOS,5,0,0,dever001,herne001,duraj001,,7/L7L,,,OAK,2022,110,False,0,0.923,5.0,0.0,1.0,110,0.923,0.0,BOS,[],[]
OAK202206050,BOS,6,0,0,verda001,bogax001,dever001,,9/F9S,,,OAK,2022,110,False,0,0.923,6.0,0.0,1.0,110,0.923,0.0,BOS,[],[]
OAK202206170,KCA,5,0,0,melem001,peres002,,wittb002,9/SF/F9LD+.3-H(UR),,,OAK,2022,101,True,1,1.591,5.0,0.0,1.0,100,1.526,-0.06499999999999995,KCA,[3],[1]
OAK202206210,SEA,6,0,1,uptoj001,moord002,winkj002,,9/F9D.2-3,,,OAK,2022,110,False,0,0.443,6.0,0.0,2.0,101,0.498,0.05499999999999999,SEA,[2],[1]
OAK202206220,SEA,5,1,1,allen002,vogts001,murps001,,9/F9D.2-3,,,OAK,2022,110,False,0,0.443,5.0,1.0,2.0,101,0.498,0.05499999999999999,OAK,[2],[1]
OAK202207050,TOR,6,0,0,guerv002,hernt002,kirka001,,7/F7LD,,biggc002,OAK,2022,110,False,0,0.923,6.0,0.0,1.0,110,0.923,0.0,TOR,[],[]
OAK202207080,HOU,6,0,1,dubom001,meyej002,,gurry001,9/L9S,,,OAK,2022,101,False,0,0.498,6.0,0.0,2.0,101,0.498,0.0,HOU,[],[]
OAK202207080,HOU,7,1,1,piscs001,andre001,,murps001,9/SF/F9LF/FL.3-H;1-2,,,OAK,2022,101,True,1,0.498,7.0,1.0,2.0,010,1.327,0.829,OAK,"[3, 1]","[1, 1]"
OAK202207100,HOU,7,0,0,altuj001,,lee-k002,mccoc001,9/F89S,,,OAK,2022,011,False,0,1.409,7.0,0.0,1.0,011,1.409,0.0,HOU,[],[]
OAK202207100,HOU,7,0,1,penaj004,,lee-k002,mccoc001,9/SF/F89D.3-H;2-3,,,OAK,2022,011,True,1,0.59,7.0,0.0,2.0,001,1.369,0.779,HOU,"[3, 2]","[1, 1]"
OAK202207230,TEX,5,1,0,garcd004,piscs001,,andre001,8/F8S,,,OAK,2022,101,False,0,1.591,5.0,1.0,1.0,101,1.591,0.0,OAK,[],[]
OAK202207230,TEX,6,1,1,andre001,brows003,,murps001,8/L8,,,OAK,2022,101,False,0,0.498,6.0,1.0,2.0,101,0.498,0.0,OAK,[],[]
OAK202207240,TEX,5,0,1,semim001,smitj007,,durae002,7/SF/F7D+.3-H,,,OAK,2022,101,True,1,0.498,5.0,0.0,2.0,100,1.227,0.7290000000000001,TEX,[3],[1]
OAK202207250,HOU,4,1,1,piscs001,andre001,pindc001,,9/F89,,,OAK,2022,110,False,0,0.443,4.0,1.0,2.0,110,0.443,0.0,OAK,[],[]
OAK202207250,HOU,6,0,0,brega001,alvay001,penaj004,,8/F8D,,,OAK,2022,110,False,0,0.923,6.0,0.0,1.0,110,0.923,0.0,HOU,[],[]
OAK202208060,SFN,1,0,1,beltb001,gonzl005,pedej001,,7/F7S,,,OAK,2022,110,False,0,0.443,1.0,0.0,2.0,110,0.443,0.0,SFN,[],[]
OAK202208070,SFN,5,1,1,laurr001,bolts001,,allen002,7/F78S,,,OAK,2022,101,False,0,0.498,5.0,1.0,2.0,101,0.498,0.0,OAK,[],[]
OAK202208100,ANA,11,0,0,rengl001,ohtas001,fletd002,,9/F6MS.2-3;1-2,,,OAK,2022,110,False,0,0.923,11.0,0.0,1.0,011,1.409,0.486,ANA,"[2, 1]","[1, 1]"
OAK202208190,SEA,1,1,1,langs001,,pindc001,murps001,8/SF/F8XD.3-H(UR),,,OAK,2022,011,True,1,0.59,1.0,1.0,2.0,010,1.327,0.737,OAK,[3],[1]
OAK202208190,SEA,6,1,0,langs001,pindc001,murps001,,7/L7,,,OAK,2022,110,False,0,0.923,6.0,1.0,1.0,110,0.923,0.0,OAK,[],[]
OAK202208190,SEA,7,0,0,frant002,,rodrj007,haggs001,9/SF/F89D.3-H;2-3,,,OAK,2022,011,True,1,1.409,7.0,0.0,1.0,001,1.968,0.5589999999999999,SEA,"[3, 2]","[1, 1]"
OAK202208200,SEA,6,1,1,bridj001,machv001,vogts001,,8/F89,,,OAK,2022,110,False,0,0.443,6.0,1.0,2.0,110,0.443,0.0,OAK,[],[]
OAK202208210,SEA,2,1,0,stevc001,,langs001,bridj001,8/SF/F8XD.3-H;2-3,,,OAK,2022,011,True,1,1.409,2.0,1.0,1.0,001,1.968,0.5589999999999999,OAK,"[3, 2]","[1, 1]"
OAK202208220,MIA,1,1,1,brows003,bridj001,kempt001,,7/F78S,,,OAK,2022,110,False,0,0.443,1.0,1.0,2.0,110,0.443,0.0,OAK,[],[]
OAK202208230,MIA,9,1,1,bridj001,,langs001,vogts001,9/SF/L9D.3-H;2-3,,machv001,OAK,2022,011,True,1,0.59,9.0,1.0,2.0,001,1.369,0.779,OAK,"[3, 2]","[1, 1]"
OAK202208250,NYA,7,1,0,allen002,bolts001,bridj001,,8/F8,,,OAK,2022,110,False,0,0.923,7.0,1.0,1.0,110,0.923,0.0,OAK,[],[]
OAK202208250,NYA,8,0,1,gonzm002,higak001,benia002,,7/L7D,,,OAK,2022,110,False,0,0.443,8.0,0.0,2.0,110,0.443,0.0,NYA,[],[]
OAK202208260,NYA,4,0,1,trevj001,benia002,donaj001,,8/L8XD+.2-3,,,OAK,2022,110,False,0,0.443,4.0,0.0,2.0,101,0.498,0.05499999999999999,NYA,[2],[1]
OAK202208270,NYA,11,1,0,brows003,murps001,langs001,,8/F8,,,OAK,2022,110,False,0,0.923,11.0,1.0,1.0,110,0.923,0.0,OAK,[],[]
OAK202209060,ATL,1,0,0,rilea001,swand001,acunr001,,9/F9S,,,OAK,2022,110,False,0,0.923,1.0,0.0,1.0,110,0.923,0.0,ATL,[],[]
OAK202209080,CHA,3,1,1,murps001,brows003,kempt001,,7/F7D,,,OAK,2022,110,False,0,0.443,3.0,1.0,2.0,110,0.443,0.0,OAK,[],[]
OAK202209080,CHA,8,1,0,langs001,,brows003,bridj001,8/SF/F8XD.3-H;2-3,,,OAK,2022,011,True,1,1.409,8.0,1.0,1.0,001,1.968,0.5589999999999999,OAK,"[3, 2]","[1, 1]"
OAK202209090,CHA,1,1,0,brows003,murps001,kempt001,,8/L8XD+.2-3,,,OAK,2022,110,False,0,0.923,1.0,1.0,1.0,101,1.591,0.6679999999999999,OAK,[2],[1]
OAK202209100,CHA,4,0,0,jimee001,abrej003,,moncy001,9/SF/L9+.3-H,,,OAK,2022,101,True,1,1.591,4.0,0.0,1.0,100,1.526,-0.06499999999999995,CHA,[3],[1]
OAK202209100,CHA,5,1,1,machv001,kempt001,allen002,,7/F7L,,,OAK,2022,110,False,0,0.443,5.0,1.0,2.0,110,0.443,0.0,OAK,[],[]
