bases,outs,sp1,sp2,runner_eq,payoff
"[1, 3]",2,0.47,0.62,"[1, 3]",0.43064399999999997
"[1, 3]",2,0.47,0.65,"[1, 3]",0.45771480000000003
"[1, 3]",2,0.47,0.68,"[1, 3]",0.4847856000000001
"[1, 3]",2,0.47,0.71,"[1, 3]",0.5118564
"[1, 3]",2,0.47,0.74,"[1, 3]",0.5389271999999999
"[1, 3]",2,0.47,0.76,"[1, 3]",0.5569744000000001
"[1, 3]",2,0.47,0.79,"[1, 3]",0.5840452
"[1, 3]",2,0.47,0.82,"[1, 3]",0.611116
"[1, 3]",2,0.47,0.85,"[1, 3]",0.6381868
"[1, 3]",2,0.47,0.88,"[1, 3]",0.6652575999999999
"[1, 3]",2,0.47,0.91,"[1, 3]",0.6923284000000001
"[1, 3]",2,0.47,0.94,[3],0.7054416
"[1, 3]",2,0.47,0.97,[3],0.7172208
"[1, 3]",2,0.47,1.0,[3],0.7290000000000001
"[1, 3]",2,0.5,0.0,[],0.0
"[1, 3]",2,0.5,0.03,[],0.0
"[1, 3]",2,0.5,0.06,[],0.0
"[1, 3]",2,0.5,0.09,[],0.0
"[1, 3]",2,0.5,0.12,[],0.0
"[1, 3]",2,0.5,0.15,[3],0.01979399999999998
"[1, 3]",2,0.5,0.18,[3],0.044824799999999956
"[1, 3]",2,0.5,0.21,[3],0.06985559999999998
"[1, 3]",2,0.5,0.24,[3],0.09488639999999998
"[1, 3]",2,0.5,0.26,[3],0.11157360000000001
"[1, 3]",2,0.5,0.29,[3],0.13660439999999996
"[1, 3]",2,0.5,0.32,"[1, 3]",0.16307519999999998
"[1, 3]",2,0.5,0.35,"[1, 3]",0.19014599999999995
"[1, 3]",2,0.5,0.38,"[1, 3]",0.2172168
"[1, 3]",2,0.5,0.41,"[1, 3]",0.24428759999999988
"[1, 3]",2,0.5,0.44,"[1, 3]",0.2713583999999999
"[1, 3]",2,0.5,0.47,"[1, 3]",0.29842919999999995
"[1, 3]",2,0.5,0.5,"[1, 3]",0.32549999999999996
"[1, 3]",2,0.5,0.53,"[1, 3]",0.35257079999999996
"[1, 3]",2,0.5,0.56,"[1, 3]",0.37964159999999997
"[1, 3]",2,0.5,0.59,"[1, 3]",0.4067123999999999
"[1, 3]",2,0.5,0.62,"[1, 3]",0.4337831999999999
"[1, 3]",2,0.5,0.65,"[1, 3]",0.460854
"[1, 3]",2,0.5,0.68,"[1, 3]",0.4879248
"[1, 3]",2,0.5,0.71,"[1, 3]",0.5149955999999999
"[1, 3]",2,0.5,0.74,"[1, 3]",0.5420664
"[1, 3]",2,0.5,0.76,"[1, 3]",0.5601136000000001
"[1, 3]",2,0.5,0.79,"[1, 3]",0.5871843999999999
"[1, 3]",2,0.5,0.82,"[1, 3]",0.6142551999999999
"[1, 3]",2,0.5,0.85,"[1, 3]",0.641326
"[1, 3]",2,0.5,0.88,"[1, 3]",0.6683968
"[1, 3]",2,0.5,0.91,"[1, 3]",0.6954676
"[1, 3]",2,0.5,0.94,[3],0.7054416
"[1, 3]",2,0.5,0.97,[3],0.7172208
"[1, 3]",2,0.5,1.0,[3],0.7290000000000001
"[1, 3]",2,0.53,0.0,[1],0.003263999999999989
"[1, 3]",2,0.53,0.03,[1],0.003263999999999989
"[1, 3]",2,0.53,0.06,[1],0.003263999999999989
"[1, 3]",2,0.53,0.09,[1],0.003263999999999989
"[1, 3]",2,0.53,0.12,[1],0.003263999999999989
"[1, 3]",2,0.53,0.15,[3],0.01979399999999998
"[1, 3]",2,0.53,0.18,[3],0.044824799999999956
"[1, 3]",2,0.53,0.21,[3],0.06985559999999998
"[1, 3]",2,0.53,0.24,[3],0.09488639999999998
"[1, 3]",2,0.53,0.26,"[1, 3]",0.11207279999999992
"[1, 3]",2,0.53,0.29,"[1, 3]",0.13914359999999987
"[1, 3]",2,0.53,0.32,"[1, 3]",0.16621439999999993
"[1, 3]",2,0.53,0.35,"[1, 3]",0.1932851999999999
"[1, 3]",2,0.53,0.38,"[1, 3]",0.22035599999999994
"[1, 3]",2,0.53,0.41,"[1, 3]",0.2474267999999999
"[1, 3]",2,0.53,0.44,"[1, 3]",0.2744975999999999
"[1, 3]",2,0.53,0.47,"[1, 3]",0.3015683999999999
"[1, 3]",2,0.53,0.5,"[1, 3]",0.3286391999999999
"[1, 3]",2,0.53,0.53,"[1, 3]",0.3557099999999999
"[1, 3]",2,0.53,0.56,"[1, 3]",0.3827807999999999
"[1, 3]",2,0.53,0.59,"[1, 3]",0.40985159999999987
"[1, 3]",2,0.53,0.62,"[1, 3]",0.4369223999999999
"[1, 3]",2,0.53,0.65,"[1, 3]",0.46399319999999994
"[1, 3]",2,0.53,0.68,"[1, 3]",0.491064
"[1, 3]",2,0.53,0.71,"[1, 3]",0.5181347999999999
"[1, 3]",2,0.53,0.74,"[1, 3]",0.5452055999999998
"[1, 3]",2,0.53,0.76,"[1, 3]",0.5632528
"[1, 3]",2,0.53,0.79,"[1, 3]",0.5903235999999998
"[1, 3]",2,0.53,0.82,"[1, 3]",0.6173943999999999
"[1, 3]",2,0.53,0.85,"[1, 3]",0.6444652
"[1, 3]",2,0.53,0.88,"[1, 3]",0.6715359999999999
"[1, 3]",2,0.53,0.91,"[1, 3]",0.6986067999999999
"[1, 3]",2,0.53,0.94,[3],0.7054416
"[1, 3]",2,0.53,0.97,[3],0.7172208
"[1, 3]",2,0.53,1.0,[3],0.7290000000000001
"[1, 3]",2,0.56,0.0,[1],0.008928000000000002
"[1, 3]",2,0.56,0.03,[1],0.008928000000000002
"[1, 3]",2,0.56,0.06,[1],0.008928000000000002
"[1, 3]",2,0.56,0.09,[1],0.008928000000000002
"[1, 3]",2,0.56,0.12,[1],0.008928000000000002
"[1, 3]",2,0.56,0.15,[3],0.01979399999999998
"[1, 3]",2,0.56,0.18,[3],0.044824799999999956
"[1, 3]",2,0.56,0.21,"[1, 3]",0.07009399999999993
"[1, 3]",2,0.56,0.24,"[1, 3]",0.09716479999999991
"[1, 3]",2,0.56,0.26,"[1, 3]",0.11521199999999995
"[1, 3]",2,0.56,0.29,"[1, 3]",0.1422827999999999
"[1, 3]",2,0.56,0.32,"[1, 3]",0.16935359999999994
"[1, 3]",2,0.56,0.35,"[1, 3]",0.19642439999999994
"[1, 3]",2,0.56,0.38,"[1, 3]",0.22349519999999998
"[1, 3]",2,0.56,0.41,"[1, 3]",0.2505659999999999
"[1, 3]",2,0.56,0.44,"[1, 3]",0.2776367999999999
"[1, 3]",2,0.56,0.47,"[1, 3]",0.3047075999999999
"[1, 3]",2,0.56,0.5,"[1, 3]",0.3317783999999999
"[1, 3]",2,0.56,0.53,"[1, 3]",0.3588491999999999
"[1, 3]",2,0.56,0.56,"[1, 3]",0.38592
"[1, 3]",2,0.56,0.59,"[1, 3]",0.4129907999999999
"[1, 3]",2,0.56,0.62,"[1, 3]",0.4400615999999999
"[1, 3]",2,0.56,0.65,"[1, 3]",0.4671324
"[1, 3]",2,0.56,0.68,"[1, 3]",0.49420320000000006
"[1, 3]",2,0.56,0.71,"[1, 3]",0.5212739999999999
"[1, 3]",2,0.56,0.74,"[1, 3]",0.5483447999999999
"[1, 3]",2,0.56,0.76,"[1, 3]",0.566392
"[1, 3]",2,0.56,0.79,"[1, 3]",0.5934628
"[1, 3]",2,0.56,0.82,"[1, 3]",0.6205335999999999
"[1, 3]",2,0.56,0.85,"[1, 3]",0.6476044
"[1, 3]",2,0.56,0.88,"[1, 3]",0.6746751999999998
"[1, 3]",2,0.56,0.91,"[1, 3]",0.701746
"[1, 3]",2,0.56,0.94,"[1, 3]",0.7056832
"[1, 3]",2,0.56,0.97,"[1, 3]",0.7184223999999999
"[1, 3]",2,0.56,1.0,"[1, 3]",0.7311616
"[1, 3]",2,0.59,0.0,[1],0.01459199999999998
"[1, 3]",2,0.59,0.03,[1],0.01459199999999998
"[1, 3]",2,0.59,0.06,[1],0.01459199999999998
"[1, 3]",2,0.59,0.09,[1],0.01459199999999998
"[1, 3]",2,0.59,0.12,[1],0.01459199999999998
"[1, 3]",2,0.59,0.15,[3],0.01979399999999998
"[1, 3]",2,0.59,0.18,"[1, 3]",0.046162399999999944
"[1, 3]",2,0.59,0.21,"[1, 3]",0.07323319999999996
"[1, 3]",2,0.59,0.24,"[1, 3]",0.10030399999999995
"[1, 3]",2,0.59,0.26,"[1, 3]",0.11835119999999999
"[1, 3]",2,0.59,0.29,"[1, 3]",0.14542199999999994
"[1, 3]",2,0.59,0.32,"[1, 3]",0.17249279999999997
"[1, 3]",2,0.59,0.35,"[1, 3]",0.19956359999999995
"[1, 3]",2,0.59,0.38,"[1, 3]",0.2266344
"[1, 3]",2,0.59,0.41,"[1, 3]",0.2537051999999999
"[1, 3]",2,0.59,0.44,"[1, 3]",0.28077599999999997
"[1, 3]",2,0.59,0.47,"[1, 3]",0.3078468
"[1, 3]",2,0.59,0.5,"[1, 3]",0.3349176
"[1, 3]",2,0.59,0.53,"[1, 3]",0.3619884
"[1, 3]",2,0.59,0.56,"[1, 3]",0.3890592
"[1, 3]",2,0.59,0.59,"[1, 3]",0.41612999999999994
"[1, 3]",2,0.59,0.62,"[1, 3]",0.44320079999999995
"[1, 3]",2,0.59,0.65,"[1, 3]",0.4702716
"[1, 3]",2,0.59,0.68,"[1, 3]",0.4973424000000001
"[1, 3]",2,0.59,0.71,"[1, 3]",0.5244131999999999
"[1, 3]",2,0.59,0.74,"[1, 3]",0.551484
"[1, 3]",2,0.59,0.76,"[1, 3]",0.5695312000000001
"[1, 3]",2,0.59,0.79,"[1, 3]",0.596602
"[1, 3]",2,0.59,0.82,"[1, 3]",0.6236727999999999
"[1, 3]",2,0.59,0.85,"[1, 3]",0.6507436
"[1, 3]",2,0.59,0.88,"[1, 3]",0.6778143999999999
"[1, 3]",2,0.59,0.91,"[1, 3]",0.6996148
"[1, 3]",2,0.59,0.94,"[1, 3]",0.7123540000000002
"[1, 3]",2,0.59,0.97,"[1, 3]",0.7250932
"[1, 3]",2,0.59,1.0,"[1, 3]",0.7378324
"[1, 3]",2,0.62,0.0,[1],0.02025599999999998
"[1, 3]",2,0.62,0.03,[1],0.02025599999999998
"[1, 3]",2,0.62,0.06,[1],0.02025599999999998
"[1, 3]",2,0.62,0.09,[1],0.02025599999999998
"[1, 3]",2,0.62,0.12,[1],0.02025599999999998
"[1, 3]",2,0.62,0.15,"[1, 3]",0.022230799999999898
"[1, 3]",2,0.62,0.18,"[1, 3]",0.04930159999999992
"[1, 3]",2,0.62,0.21,"[1, 3]",0.07637239999999992
"[1, 3]",2,0.62,0.24,"[1, 3]",0.10344319999999992
"[1, 3]",2,0.62,0.26,"[1, 3]",0.12149039999999994
"[1, 3]",2,0.62,0.29,"[1, 3]",0.1485611999999999
"[1, 3]",2,0.62,0.32,"[1, 3]",0.17563199999999995
"[1, 3]",2,0.62,0.35,"[1, 3]",0.20270279999999993
"[1, 3]",2,0.62,0.38,"[1, 3]",0.22977359999999997
"[1, 3]",2,0.62,0.41,"[1, 3]",0.25684439999999986
"[1, 3]",2,0.62,0.44,"[1, 3]",0.2839151999999999
"[1, 3]",2,0.62,0.47,"[1, 3]",0.31098599999999993
"[1, 3]",2,0.62,0.5,"[1, 3]",0.33805679999999994
"[1, 3]",2,0.62,0.53,"[1, 3]",0.36512759999999994
"[1, 3]",2,0.62,0.56,"[1, 3]",0.39219839999999995
"[1, 3]",2,0.62,0.59,"[1, 3]",0.4192691999999999
"[1, 3]",2,0.62,0.62,"[1, 3]",0.44633999999999996
"[1, 3]",2,0.62,0.65,"[1, 3]",0.4734108
"[1, 3]",2,0.62,0.68,"[1, 3]",0.5004816
"[1, 3]",2,0.62,0.71,"[1, 3]",0.5275523999999999
"[1, 3]",2,0.62,0.74,"[1, 3]",0.5546232
"[1, 3]",2,0.62,0.76,"[1, 3]",0.5726704
"[1, 3]",2,0.62,0.79,"[1, 3]",0.5997412
"[1, 3]",2,0.62,0.82,"[1, 3]",0.6268119999999999
"[1, 3]",2,0.62,0.85,"[1, 3]",0.6538828
"[1, 3]",2,0.62,0.88,"[1, 3]",0.6809535999999998
"[1, 3]",2,0.62,0.91,"[1, 3]",0.7062856
"[1, 3]",2,0.62,0.94,"[1, 3]",0.7190247999999999
"[1, 3]",2,0.62,0.97,"[1, 3]",0.7317639999999999
"[1, 3]",2,0.62,1.0,"[1, 3]",0.7445031999999998
"[1, 3]",2,0.65,0.0,[1],0.02591999999999999
"[1, 3]",2,0.65,0.03,[1],0.02591999999999999
"[1, 3]",2,0.65,0.06,[1],0.02591999999999999
"[1, 3]",2,0.65,0.09,[1],0.02591999999999999
"[1, 3]",2,0.65,0.12,[1],0.02591999999999999
"[1, 3]",2,0.65,0.15,[1],0.02591999999999999
"[1, 3]",2,0.65,0.18,"[1, 3]",0.05244079999999993
"[1, 3]",2,0.65,0.21,"[1, 3]",0.07951159999999995
"[1, 3]",2,0.65,0.24,"[1, 3]",0.10658239999999994
"[1, 3]",2,0.65,0.26,"[1, 3]",0.12462959999999998
"[1, 3]",2,0.65,0.29,"[1, 3]",0.15170039999999993
"[1, 3]",2,0.65,0.32,"[1, 3]",0.17877119999999996
"[1, 3]",2,0.65,0.35,"[1, 3]",0.20584199999999997
"[1, 3]",2,0.65,0.38,"[1, 3]",0.2329128
"[1, 3]",2,0.65,0.41,"[1, 3]",0.2599835999999999
"[1, 3]",2,0.65,0.44,"[1, 3]",0.28705439999999993
"[1, 3]",2,0.65,0.47,"[1, 3]",0.3141252
"[1, 3]",2,0.65,0.5,"[1, 3]",0.341196
"[1, 3]",2,0.65,0.53,"[1, 3]",0.3682668
"[1, 3]",2,0.65,0.56,"[1, 3]",0.39533759999999996
"[1, 3]",2,0.65,0.59,"[1, 3]",0.4224083999999999
"[1, 3]",2,0.65,0.62,"[1, 3]",0.44947919999999997
"[1, 3]",2,0.65,0.65,"[1, 3]",0.47655000000000003
"[1, 3]",2,0.65,0.68,"[1, 3]",0.5036208
"[1, 3]",2,0.65,0.71,"[1, 3]",0.5306915999999999
"[1, 3]",2,0.65,0.74,"[1, 3]",0.5577624
"[1, 3]",2,0.65,0.76,"[1, 3]",0.5758096
"[1, 3]",2,0.65,0.79,"[1, 3]",0.6028804
"[1, 3]",2,0.65,0.82,"[1, 3]",0.6299511999999999
"[1, 3]",2,0.65,0.85,"[1, 3]",0.657022
"[1, 3]",2,0.65,0.88,"[1, 3]",0.6840928
"[1, 3]",2,0.65,0.91,"[1, 3]",0.7111636000000001
"[1, 3]",2,0.65,0.94,"[1, 3]",0.7256956
"[1, 3]",2,0.65,0.97,"[1, 3]",0.7384347999999998
"[1, 3]",2,0.65,1.0,"[1, 3]",0.751174
"[1, 3]",2,0.68,0.0,[1],0.03158399999999999
"[1, 3]",2,0.68,0.03,[1],0.03158399999999999
"[1, 3]",2,0.68,0.06,[1],0.03158399999999999
"[1, 3]",2,0.68,0.09,[1],0.03158399999999999
"[1, 3]",2,0.68,0.12,[1],0.03158399999999999
"[1, 3]",2,0.68,0.15,[1],0.03158399999999999
"[1, 3]",2,0.68,0.18,"[1, 3]",0.05557999999999997
"[1, 3]",2,0.68,0.21,"[1, 3]",0.08265079999999998
"[1, 3]",2,0.68,0.24,"[1, 3]",0.10972159999999997
"[1, 3]",2,0.68,0.26,"[1, 3]",0.12776880000000002
"[1, 3]",2,0.68,0.29,"[1, 3]",0.15483959999999997
"[1, 3]",2,0.68,0.32,"[1, 3]",0.18191040000000003
"[1, 3]",2,0.68,0.35,"[1, 3]",0.20898119999999998
"[1, 3]",2,0.68,0.38,"[1, 3]",0.23605200000000004
"[1, 3]",2,0.68,0.41,"[1, 3]",0.26312279999999993
"[1, 3]",2,0.68,0.44,"[1, 3]",0.29019359999999994
"[1, 3]",2,0.68,0.47,"[1, 3]",0.3172644
"[1, 3]",2,0.68,0.5,"[1, 3]",0.34433520000000006
"[1, 3]",2,0.68,0.53,"[1, 3]",0.371406
"[1, 3]",2,0.68,0.56,"[1, 3]",0.3984768
"[1, 3]",2,0.68,0.59,"[1, 3]",0.4255475999999999
"[1, 3]",2,0.68,0.62,"[1, 3]",0.4526184
"[1, 3]",2,0.68,0.65,"[1, 3]",0.47968920000000004
"[1, 3]",2,0.68,0.68,"[1, 3]",0.5067600000000001
"[1, 3]",2,0.68,0.71,"[1, 3]",0.5338308
"[1, 3]",2,0.68,0.74,"[1, 3]",0.5609016
"[1, 3]",2,0.68,0.76,"[1, 3]",0.5789488
"[1, 3]",2,0.68,0.79,"[1, 3]",0.6060196
"[1, 3]",2,0.68,0.82,"[1, 3]",0.6330903999999999
"[1, 3]",2,0.68,0.85,"[1, 3]",0.6601612000000001
"[1, 3]",2,0.68,0.88,"[1, 3]",0.6872320000000001
"[1, 3]",2,0.68,0.91,"[1, 3]",0.7143028
"[1, 3]",2,0.68,0.94,"[1, 3]",0.7323664000000001
"[1, 3]",2,0.68,0.97,"[1, 3]",0.7451056
"[1, 3]",2,0.68,1.0,"[1, 3]",0.7578448
"[1, 3]",2,0.71,0.0,[1],0.037247999999999976
"[1, 3]",2,0.71,0.03,[1],0.037247999999999976
"[1, 3]",2,0.71,0.06,[1],0.037247999999999976
"[1, 3]",2,0.71,0.09,[1],0.037247999999999976
"[1, 3]",2,0.71,0.12,[1],0.037247999999999976
"[1, 3]",2,0.71,0.15,[1],0.037247999999999976
"[1, 3]",2,0.71,0.18,"[1, 3]",0.058719199999999916
"[1, 3]",2,0.71,0.21,"[1, 3]",0.08578999999999992
"[1, 3]",2,0.71,0.24,"[1, 3]",0.11286079999999993
"[1, 3]",2,0.71,0.26,"[1, 3]",0.13090799999999994
"[1, 3]",2,0.71,0.29,"[1, 3]",0.1579787999999999
"[1, 3]",2,0.71,0.32,"[1, 3]",0.18504959999999993
"[1, 3]",2,0.71,0.35,"[1, 3]",0.21212039999999993
"[1, 3]",2,0.71,0.38,"[1, 3]",0.2391912
"[1, 3]",2,0.71,0.41,"[1, 3]",0.2662619999999999
"[1, 3]",2,0.71,0.44,"[1, 3]",0.29333279999999995
"[1, 3]",2,0.71,0.47,"[1, 3]",0.3204035999999999
"[1, 3]",2,0.71,0.5,"[1, 3]",0.34747439999999996
"[1, 3]",2,0.71,0.53,"[1, 3]",0.37454519999999997
"[1, 3]",2,0.71,0.56,"[1, 3]",0.401616
"[1, 3]",2,0.71,0.59,"[1, 3]",0.4286867999999999
"[1, 3]",2,0.71,0.62,"[1, 3]",0.4557575999999999
"[1, 3]",2,0.71,0.65,"[1, 3]",0.48282840000000005
"[1, 3]",2,0.71,0.68,"[1, 3]",0.5098992
"[1, 3]",2,0.71,0.71,"[1, 3]",0.53697
"[1, 3]",2,0.71,0.74,"[1, 3]",0.5640407999999999
"[1, 3]",2,0.71,0.76,"[1, 3]",0.5820879999999999
"[1, 3]",2,0.71,0.79,"[1, 3]",0.6091588
"[1, 3]",2,0.71,0.82,"[1, 3]",0.6362295999999998
"[1, 3]",2,0.71,0.85,"[1, 3]",0.6633003999999999
"[1, 3]",2,0.71,0.88,"[1, 3]",0.6903712
"[1, 3]",2,0.71,0.91,"[1, 3]",0.717442
"[1, 3]",2,0.71,0.94,"[1, 3]",0.7390372
"[1, 3]",2,0.71,0.97,"[1, 3]",0.7517763999999999
"[1, 3]",2,0.71,1.0,"[1, 3]",0.7645156
"[1, 3]",2,0.74,0.0,[1],0.042911999999999985
"[1, 3]",2,0.74,0.03,[1],0.042911999999999985
"[1, 3]",2,0.74,0.06,[1],0.042911999999999985
"[1, 3]",2,0.74,0.09,[1],0.042911999999999985
"[1, 3]",2,0.74,0.12,[1],0.042911999999999985
"[1, 3]",2,0.74,0.15,[1],0.042911999999999985
"[1, 3]",2,0.74,0.18,"[1, 3]",0.061858399999999876
"[1, 3]",2,0.74,0.21,"[1, 3]",0.08892919999999989
"[1, 3]",2,0.74,0.24,"[1, 3]",0.11599999999999988
"[1, 3]",2,0.74,0.26,"[1, 3]",0.1340471999999999
"[1, 3]",2,0.74,0.29,"[1, 3]",0.16111799999999987
"[1, 3]",2,0.74,0.32,"[1, 3]",0.1881887999999999
"[1, 3]",2,0.74,0.35,"[1, 3]",0.21525959999999988
"[1, 3]",2,0.74,0.38,"[1, 3]",0.24233039999999995
"[1, 3]",2,0.74,0.41,"[1, 3]",0.26940119999999984
"[1, 3]",2,0.74,0.44,"[1, 3]",0.2964719999999999
"[1, 3]",2,0.74,0.47,"[1, 3]",0.3235427999999999
"[1, 3]",2,0.74,0.5,"[1, 3]",0.3506135999999999
"[1, 3]",2,0.74,0.53,"[1, 3]",0.3776843999999999
"[1, 3]",2,0.74,0.56,"[1, 3]",0.40475519999999987
"[1, 3]",2,0.74,0.59,"[1, 3]",0.4318259999999998
"[1, 3]",2,0.74,0.62,"[1, 3]",0.4588967999999999
"[1, 3]",2,0.74,0.65,"[1, 3]",0.48596759999999994
"[1, 3]",2,0.74,0.68,"[1, 3]",0.5130384
"[1, 3]",2,0.74,0.71,"[1, 3]",0.5401091999999998
"[1, 3]",2,0.74,0.74,"[1, 3]",0.5671799999999999
"[1, 3]",2,0.74,0.76,"[1, 3]",0.5852272000000001
"[1, 3]",2,0.74,0.79,"[1, 3]",0.6122979999999999
"[1, 3]",2,0.74,0.82,"[1, 3]",0.6393688
"[1, 3]",2,0.74,0.85,"[1, 3]",0.6664395999999999
"[1, 3]",2,0.74,0.88,"[1, 3]",0.6935103999999999
"[1, 3]",2,0.74,0.91,"[1, 3]",0.7205812
"[1, 3]",2,0.74,0.94,"[1, 3]",0.7457079999999999
"[1, 3]",2,0.74,0.97,"[1, 3]",0.7584471999999998
"[1, 3]",2,0.74,1.0,"[1, 3]",0.7711863999999999
"[1, 3]",2,0.76,0.0,[1],0.04668799999999997
"[1, 3]",2,0.76,0.03,[1],0.04668799999999997
"[1, 3]",2,0.76,0.06,[1],0.04668799999999997
"[1, 3]",2,0.76,0.09,[1],0.04668799999999997
"[1, 3]",2,0.76,0.12,[1],0.04668799999999997
"[1, 3]",2,0.76,0.15,[1],0.04668799999999997
"[1, 3]",2,0.76,0.18,"[1, 3]",0.06395119999999994
"[1, 3]",2,0.76,0.21,"[1, 3]",0.09102199999999996
"[1, 3]",2,0.76,0.24,"[1, 3]",0.11809279999999994
"[1, 3]",2,0.76,0.26,"[1, 3]",0.13613999999999998
"[1, 3]",2,0.76,0.29,"[1, 3]",0.16321079999999993
"[1, 3]",2,0.76,0.32,"[1, 3]",0.1902816
"[1, 3]",2,0.76,0.35,"[1, 3]",0.21735239999999997
"[1, 3]",2,0.76,0.38,"[1, 3]",0.2444232
"[1, 3]",2,0.76,0.41,"[1, 3]",0.2714939999999999
"[1, 3]",2,0.76,0.44,"[1, 3]",0.29856479999999996
"[1, 3]",2,0.76,0.47,"[1, 3]",0.3256356
"[1, 3]",2,0.76,0.5,"[1, 3]",0.3527064
"[1, 3]",2,0.76,0.53,"[1, 3]",0.3797771999999999
"[1, 3]",2,0.76,0.56,"[1, 3]",0.406848
"[1, 3]",2,0.76,0.59,"[1, 3]",0.43391879999999994
"[1, 3]",2,0.76,0.62,"[1, 3]",0.46098959999999994
"[1, 3]",2,0.76,0.65,"[1, 3]",0.4880604
"[1, 3]",2,0.76,0.68,"[1, 3]",0.5151312000000001
"[1, 3]",2,0.76,0.71,"[1, 3]",0.5422020000000001
"[1, 3]",2,0.76,0.74,"[1, 3]",0.5692728
"[1, 3]",2,0.76,0.76,"[1, 3]",0.5873200000000001
"[1, 3]",2,0.76,0.79,"[1, 3]",0.6143908
"[1, 3]",2,0.76,0.82,"[1, 3]",0.6414615999999999
"[1, 3]",2,0.76,0.85,"[1, 3]",0.6685324
"[1, 3]",2,0.76,0.88,"[1, 3]",0.6956032
"[1, 3]",2,0.76,0.91,"[1, 3]",0.722674
"[1, 3]",2,0.76,0.94,"[1, 3]",0.7497448
"[1, 3]",2,0.76,0.97,"[1, 3]",0.7628944
"[1, 3]",2,0.76,1.0,"[1, 3]",0.7756336
"[1, 3]",2,0.79,0.0,[1],0.05235199999999999
"[1, 3]",2,0.79,0.03,[1],0.05235199999999999
"[1, 3]",2,0.79,0.06,[1],0.05235199999999999
"[1, 3]",2,0.79,0.09,[1],0.05235199999999999
"[1, 3]",2,0.79,0.12,[1],0.05235199999999999
"[1, 3]",2,0.79,0.15,[1],0.05235199999999999
"[1, 3]",2,0.79,0.18,"[1, 3]",0.06709039999999991
"[1, 3]",2,0.79,0.21,"[1, 3]",0.09416119999999992
"[1, 3]",2,0.79,0.24,"[1, 3]",0.12123199999999992
"[1, 3]",2,0.79,0.26,"[1, 3]",0.13927919999999994
"[1, 3]",2,0.79,0.29,"[1, 3]",0.1663499999999999
"[1, 3]",2,0.79,0.32,"[1, 3]",0.19342079999999995
"[1, 3]",2,0.79,0.35,"[1, 3]",0.22049159999999993
"[1, 3]",2,0.79,0.38,"[1, 3]",0.2475624
"[1, 3]",2,0.79,0.41,"[1, 3]",0.2746331999999999
"[1, 3]",2,0.79,0.44,"[1, 3]",0.3017039999999999
"[1, 3]",2,0.79,0.47,"[1, 3]",0.3287747999999999
"[1, 3]",2,0.79,0.5,"[1, 3]",0.3558456
"[1, 3]",2,0.79,0.53,"[1, 3]",0.38291639999999993
"[1, 3]",2,0.79,0.56,"[1, 3]",0.4099872
"[1, 3]",2,0.79,0.59,"[1, 3]",0.43705799999999995
"[1, 3]",2,0.79,0.62,"[1, 3]",0.4641287999999999
"[1, 3]",2,0.79,0.65,"[1, 3]",0.4911996
"[1, 3]",2,0.79,0.68,"[1, 3]",0.5182704
"[1, 3]",2,0.79,0.71,"[1, 3]",0.5453412
"[1, 3]",2,0.79,0.74,"[1, 3]",0.5724119999999999
"[1, 3]",2,0.79,0.76,"[1, 3]",0.5904592
"[1, 3]",2,0.79,0.79,"[1, 3]",0.6175299999999999
"[1, 3]",2,0.79,0.82,"[1, 3]",0.6446007999999999
"[1, 3]",2,0.79,0.85,"[1, 3]",0.6716715999999999
"[1, 3]",2,0.79,0.88,"[1, 3]",0.6987423999999999
"[1, 3]",2,0.79,0.91,"[1, 3]",0.7258131999999999
"[1, 3]",2,0.79,0.94,"[1, 3]",0.752884
"[1, 3]",2,0.79,0.97,"[1, 3]",0.7695652
"[1, 3]",2,0.79,1.0,"[1, 3]",0.7823043999999999
"[1, 3]",2,0.82,0.0,[1],0.05801599999999998
"[1, 3]",2,0.82,0.03,[1],0.05801599999999998
"[1, 3]",2,0.82,0.06,[1],0.05801599999999998
"[1, 3]",2,0.82,0.09,[1],0.05801599999999998
"[1, 3]",2,0.82,0.12,[1],0.05801599999999998
"[1, 3]",2,0.82,0.15,[1],0.05801599999999998
"[1, 3]",2,0.82,0.18,"[1, 3]",0.07022959999999986
"[1, 3]",2,0.82,0.21,"[1, 3]",0.09730039999999988
"[1, 3]",2,0.82,0.24,"[1, 3]",0.12437119999999988
"[1, 3]",2,0.82,0.26,"[1, 3]",0.14241839999999992
"[1, 3]",2,0.82,0.29,"[1, 3]",0.16948919999999987
"[1, 3]",2,0.82,0.32,"[1, 3]",0.1965599999999999
"[1, 3]",2,0.82,0.35,"[1, 3]",0.22363079999999988
"[1, 3]",2,0.82,0.38,"[1, 3]",0.25070159999999997
"[1, 3]",2,0.82,0.41,"[1, 3]",0.27777239999999986
"[1, 3]",2,0.82,0.44,"[1, 3]",0.30484319999999987
"[1, 3]",2,0.82,0.47,"[1, 3]",0.33191399999999993
"[1, 3]",2,0.82,0.5,"[1, 3]",0.3589847999999999
"[1, 3]",2,0.82,0.53,"[1, 3]",0.38605559999999994
"[1, 3]",2,0.82,0.56,"[1, 3]",0.4131263999999999
"[1, 3]",2,0.82,0.59,"[1, 3]",0.44019719999999984
"[1, 3]",2,0.82,0.62,"[1, 3]",0.4672679999999999
"[1, 3]",2,0.82,0.65,"[1, 3]",0.49433879999999997
